,index,PDP,PDP 95CI,RR,RR 95CI
0,7.756625,0.046752118801158836,[-0.10258711  0.19609135],1.0478622315378276,[0.90249953 1.21663804]
1,10.766275252525253,0.047038539063654364,[-0.09719209  0.19126917],1.0481624034988577,[0.90738169 1.21078532]
2,13.775925505050505,0.038728930623886035,[-0.09521349  0.17267135],1.039488671910845,[0.90917881 1.18847545]
3,16.785575757575756,0.02040949202011269,[-0.10381404  0.14463302],1.0206191898816568,[0.90139291 1.15561541]
4,19.79522601010101,-0.009333578209406942,[-0.12837321  0.10970605],0.9907098444304747,[0.87952507 1.11594999]
5,22.804876262626262,-0.05191408152641397,[-0.1703825   0.06655433],0.9494104352341255,[0.84334218 1.06881903]
6,25.814526515151513,-0.10873816097604767,[-0.22771727  0.01024095],0.8969652472579575,[0.79634938 1.01029357]
7,28.824176767676768,-0.17897343279519776,[-0.29669825 -0.06124861],0.8361281126887724,[0.74326826 0.94058937]
8,31.83382702020202,-0.25645073142941854,[-0.37277364 -0.14012782],0.7737931173011534,[0.68882114 0.86924712]
9,34.84347727272727,-0.33422256928145705,[-0.45143679 -0.21700835],0.7158944283857064,[0.63671267 0.80492325]
10,37.853127525252525,-0.4053414587540606,[-0.52634855 -0.28433436],0.6667491046660002,[0.59075816 0.75251499]
11,40.86277777777778,-0.4628599122499761,[-0.58875971 -0.33696012],0.6294808088820033,[0.55501524 0.71393731]
12,43.87242803030303,-0.4998987266440349,[-0.62901556 -0.3707819 ],0.6065920882185212,[0.53311637 0.69019446]
13,46.88207828282828,-0.5131519367183616,[-0.64372717 -0.3825767 ],0.5986058344899567,[0.52533077 0.68210157]
14,49.891728535353536,-0.5045702170783524,[-0.63794009 -0.37120034],0.6037650075622354,[0.52837972 0.68990571]
15,52.901378787878784,-0.4765250137754461,[-0.61565773 -0.3373923 ],0.6209373959684845,[0.54028542 0.71362883]
16,55.91102904040404,-0.4313877728610802,[-0.57797469 -0.28480085],0.6496069619782299,[0.56103348 0.75216403]
17,58.92067929292929,-0.3715299403866932,[-0.52376016 -0.21929972],0.689678356283321,[0.59228925 0.80308098]
18,61.93032954545454,-0.29943553901951553,[-0.45151717 -0.14735391],0.7412365017014759,[0.6366615 0.8629885]
19,64.93997979797979,-0.2198524778294011,[-0.36548762 -0.07421734],0.8026371960104541,[0.69385823 0.92846988]
20,67.94963005050505,-0.13962530883902938,[-0.27571479 -0.00353583],0.8696840372790574,[0.75902939 0.99647041]
21,70.9592803030303,-0.06567765022647937,[-0.19277081  0.06141551],0.9364326745053225,[0.82467096 1.06334065]
22,73.96893055555556,-0.004933120169828898,[-0.12628376  0.11641752],0.99507902768366,[0.88136472 1.12346484]
23,76.9785808080808,0.03568466315284313,[-0.08372546  0.15509479],1.0363290022404306,[0.91968371 1.16776864]
24,79.98823106060605,0.05036771318456227,[-0.06948291  0.17021833],1.0516577337001751,[0.93287608 1.18556367]
25,82.99788131313132,0.044591546749156226,[-0.07722488  0.16640797],1.0456006936735216,[0.92568167 1.18105484]
26,86.00753156565656,0.030383433963831787,[-0.09494453  0.1557114 ],1.030849720979241,[0.90942338 1.16848892]
27,89.01718181818181,0.01985134746468324,[-0.1099534   0.14965609],1.0200496957824572,[0.89587588 1.16143475]
28,92.02683207070707,0.025103259887805145,[-0.10862873  0.15883525],1.025420999915192,[0.89706341 1.17214482]
29,95.03648232323232,0.05824714386929193,[-0.07692038  0.19341466],1.059976930141085,[0.92596358 1.21338584]
30,98.04613257575757,0.1282096714069215,[-0.00491051  0.26132986],1.1367913303485506,[0.99510152 1.29865597]
31,101.05578282828283,0.22575535132837662,[0.09591631 0.3555944 ],1.2532690171689531,[1.10066694 1.42702862]
32,104.06543308080808,0.335213510399771,[0.20720928 0.46321774],1.3982388918989779,[1.23024001 1.58917933]
33,107.07508333333332,0.44090593452644944,[0.31253372 0.56927815],1.5541145069493962,[1.36688403 1.76699109]
34,110.08473358585859,0.5271544096137549,[0.39787281 0.65643601],1.6941047151086779,[1.48865468 1.92790902]
35,113.09438383838383,0.5782816368957018,[0.45063676 0.70592652],1.7829720035800076,[1.56931114 2.02572268]
36,116.10403409090908,0.5839448531027598,[0.46228054 0.70560917],1.7930980053326036,[1.58769065 2.02507992]
37,119.11368434343434,0.551698716475724,[0.43744766 0.66594977],1.736199825512175,[1.54874924 1.94633822]
38,122.12333459595959,0.4928470714931194,[0.38309445 0.60259969],1.6369701628433673,[1.46681657 1.82686191]
39,125.13298484848484,0.41869376263346864,[0.30791892 0.5294686 ],1.5199748104271553,[1.36059067 1.69802974]
